source,meta_program,gene_marker
CD8 T cells,Glycolysis/MYC,ATP5G1
CD8 T cells,Glycolysis/MYC,CCT2
CD8 T cells,Glycolysis/MYC,ENO1
CD8 T cells,Glycolysis/MYC,PGAM1
CD8 T cells,Glycolysis/MYC,PRDX1
CD8 T cells,Glycolysis/MYC,PRMT1
CD8 T cells,Glycolysis/MYC,TNFRSF18
CD8 T cells,Glycolysis/MYC,XCL2
CD8 T cells,Glycolysis/MYC,CRTAM
CD8 T cells,Glycolysis/MYC,PPA1
CD8 T cells,Glycolysis/MYC,RAN
CD8 T cells,Glycolysis/MYC,VDAC1
CD8 T cells,Glycolysis/MYC,XCL1
CD8 T cells,Glycolysis/MYC,CCT5
CD8 T cells,Glycolysis/MYC,CCT6A
CD8 T cells,Glycolysis/MYC,HSP90B1
CD8 T cells,Glycolysis/MYC,NDUFAB1
CD8 T cells,Glycolysis/MYC,NFKBIA
CD8 T cells,Glycolysis/MYC,PARK7
CD8 T cells,Glycolysis/MYC,BIRC3
CD8 T cells,Glycolysis/MYC,DCTPP1
CD8 T cells,Glycolysis/MYC,DNPH1
CD8 T cells,Glycolysis/MYC,EIF3I
CD8 T cells,Glycolysis/MYC,FBL
CD8 T cells,Glycolysis/MYC,GTF3C6
CD8 T cells,Glycolysis/MYC,HSP90AB1
CD8 T cells,Glycolysis/MYC,ILF2
CD8 T cells,Glycolysis/MYC,PHB
CD8 T cells,Glycolysis/MYC,SEC11C
CD8 T cells,Glycolysis/MYC,TIMM13
CD8 T cells,Glycolysis/MYC,TXNDC17
CD8 T cells,Glycolysis/MYC,CALR
CD8 T cells,Glycolysis/MYC,DUT
CD8 T cells,Glycolysis/MYC,TNIP2
CD8 T cells,Glycolysis/MYC,BATF
CD8 T cells,Glycolysis/MYC,LSM5
CD8 T cells,Glycolysis/MYC,BANF1
CD8 T cells,Glycolysis/MYC,IMPDH2
CD8 T cells,Glycolysis/MYC,NOP16
CD8 T cells,Glycolysis/MYC,SNRPD1
CD8 T cells,Heat_shock,HSPA1B
CD8 T cells,Heat_shock,HSPH1
CD8 T cells,Heat_shock,HSPA1A
CD8 T cells,Heat_shock,HSPA6
CD8 T cells,Heat_shock,HSPB1
CD8 T cells,Heat_shock,ZFAND2A
CD8 T cells,Heat_shock,CACYBP
CD8 T cells,Heat_shock,HSPD1
CD8 T cells,Heat_shock,AHSA1
CD8 T cells,Heat_shock,DNAJA1
CD8 T cells,Heat_shock,HSPE1
CD8 T cells,Heat_shock,MRPL18
CD8 T cells,Heat_shock,PPP1R15A
CD8 T cells,Heat_shock,SERPINH1
CD8 T cells,Heat_shock,TSPYL2
CD8 T cells,Heat_shock,BAG3
CD8 T cells,Heat_shock,DNAJB1
CD8 T cells,Heat_shock,HSP90AA1
CD8 T cells,Heat_shock,IFNG
CD8 T cells,Heat_shock,DEDD2
CD8 T cells,Heat_shock,FKBP4
CD8 T cells,Heat_shock,HSP90AB1
CD8 T cells,Heat_shock,NEU1
CD8 T cells,Heat_shock,RGS2
CD8 T cells,Heat_shock,CHORDC1
CD8 T cells,Heat_shock,DNAJA4
CD8 T cells,Heat_shock,DOK2
CD8 T cells,Heat_shock,GADD45B
CD8 T cells,Heat_shock,NUDC
CD8 T cells,Heat_shock,BATF
CD8 T cells,Heat_shock,CLK1
CD8 T cells,Heat_shock,NR4A1
CD8 T cells,Heat_shock,NR4A2
CD8 T cells,Heat_shock,PMAIP1
CD8 T cells,Heat_shock,RHOB
CD8 T cells,Heat_shock,SQSTM1
CD8 T cells,Heat_shock,TAF7
CD8 T cells,Heat_shock,TCP1
CD8 T cells,Heat_shock,TNFSF14
CD8 T cells,Heat_shock,JUN
CD8 T cells,Heat_shock,DUSP1
CD8 T cells,Heat_shock,CCL3
CD8 T cells,Heat_shock,CCL4L2
CD8 T cells,Heat_shock,STIP1
CD8 T cells,Heat_shock,FOSB
CD8 T cells,Heat_shock,DUSP4
CD8 T cells,Heat_shock,HSPA4
CD8 T cells,Heat_shock,ANKRD37
CD8 T cells,Heat_shock,TXNIP
CD8 T cells,Heat_shock,PTGES3
CD8 T cells,Interferon,MX1
CD8 T cells,Interferon,ISG15
CD8 T cells,Interferon,IFI6
CD8 T cells,Interferon,OASL
CD8 T cells,Interferon,IFI44L
CD8 T cells,Interferon,RSAD2
CD8 T cells,Interferon,IFIT3
CD8 T cells,Interferon,OAS1
CD8 T cells,Interferon,STAT1
CD8 T cells,Interferon,PLSCR1
CD8 T cells,Interferon,SAMD9L
CD8 T cells,Interferon,TNFSF10
CD8 T cells,Interferon,IFI35
CD8 T cells,Interferon,IFIT1
CD8 T cells,Interferon,GBP1
CD8 T cells,Interferon,HERC5
CD8 T cells,Interferon,ISG20
CD8 T cells,Interferon,USP18
CD8 T cells,Interferon,IFI44
CD8 T cells,Interferon,IFIT2
CD8 T cells,Interferon,IRF7
CD8 T cells,Interferon,NT5C3A
CD8 T cells,Interferon,SAMD9
CD8 T cells,Interferon,TRIM22
CD8 T cells,Interferon,UBE2L6
CD8 T cells,Interferon,EPSTI1
CD8 T cells,Interferon,MX2
CD8 T cells,Interferon,BST2
CD8 T cells,Interferon,EIF2AK2
CD8 T cells,Interferon,OAS3
CD8 T cells,Interferon,XAF1
CD8 T cells,Interferon,CMPK2
CD8 T cells,Interferon,MT2A
CD8 T cells,Interferon,PPM1K
CD8 T cells,Interferon,PARP14
CD8 T cells,Interferon,OAS2
CD8 T cells,Interferon,IFI16
CD8 T cells,Interferon,LGALS9
CD8 T cells,Interferon,NMI
CD8 T cells,Interferon,PARP9
CD8 T cells,Interferon,CD38
CD8 T cells,Interferon,HELZ2
CD8 T cells,Interferon,LAP3
CD8 T cells,Interferon,LY6E
CD8 T cells,Interferon,SP110
CD8 T cells,Interferon,IFIH1
CD8 T cells,Interferon,SAT1
CD8 T cells,Interferon,TYMP
CD8 T cells,Interferon,DDX58
CD8 T cells,Interferon,ZBP1
CD8 T cells,Memory/Naive1,FOS
CD8 T cells,Memory/Naive1,IL7R
CD8 T cells,Memory/Naive1,DUSP1
CD8 T cells,Memory/Naive1,GPR183
CD8 T cells,Memory/Naive1,LTB
CD8 T cells,Memory/Naive1,JUNB
CD8 T cells,Memory/Naive1,BTG2
CD8 T cells,Memory/Naive1,FOSB
CD8 T cells,Memory/Naive1,NFKBIA
CD8 T cells,Memory/Naive1,DNAJB1
CD8 T cells,Memory/Naive1,YPEL5
CD8 T cells,Memory/Naive1,ZNF331
CD8 T cells,Memory/Naive1,GZMK
CD8 T cells,Memory/Naive1,CD69
CD8 T cells,Memory/Naive1,ANXA1
CD8 T cells,Memory/Naive1,RGCC
CD8 T cells,Memory/Naive1,PPP1R15A
CD8 T cells,Memory/Naive1,LMNA
CD8 T cells,Memory/Naive1,DUSP2
CD8 T cells,Memory/Naive1,NR4A2
CD8 T cells,Memory/Naive1,SLC2A3
CD8 T cells,Memory/Naive1,TNFAIP3
CD8 T cells,Memory/Naive1,CCR7
CD8 T cells,Memory/Naive1,CD55
CD8 T cells,Memory/Naive1,TXNIP
CD8 T cells,Memory/Naive1,MYADM
CD8 T cells,Memory/Naive1,ZFP36
CD8 T cells,Memory/Naive1,JUN
CD8 T cells,Memory/Naive1,BIRC3
CD8 T cells,Memory/Naive1,DNAJA1
CD8 T cells,Memory/Naive1,GADD45B
CD8 T cells,Memory/Naive1,IER2
CD8 T cells,Memory/Naive1,SNHG8
CD8 T cells,Memory/Naive1,AREG
CD8 T cells,Memory/Naive1,SELL
CD8 T cells,Memory/Naive1,EIF3E
CD8 T cells,Memory/Naive1,LEPROTL1
CD8 T cells,Memory/Naive1,TUBA4A
CD8 T cells,Memory/Naive1,CREM
CD8 T cells,Memory/Naive1,TMEM123
CD8 T cells,Memory/Naive1,FAM177A1
CD8 T cells,Memory/Naive1,KLF6
CD8 T cells,Memory/Naive1,PIK3IP1
CD8 T cells,Memory/Naive1,PIK3R1
CD8 T cells,Memory/Naive1,TOB1
CD8 T cells,Memory/Naive1,TSC22D3
CD8 T cells,Memory/Naive1,RGS2
CD8 T cells,Memory/Naive1,TUBB4B
CD8 T cells,Memory/Naive1,RGS1
CD8 T cells,Memory/Naive1,CXCR4
CD8 T cells,Naive2,SELL
CD8 T cells,Naive2,TMEM123
CD8 T cells,Naive2,CCR7
CD8 T cells,Naive2,LTB
CD8 T cells,Naive2,NOSIP
CD8 T cells,Naive2,EIF3L
CD8 T cells,Naive2,IL7R
CD8 T cells,Naive2,RSL1D1
CD8 T cells,Naive2,TCF7
CD8 T cells,Naive2,KLF2
CD8 T cells,Naive2,LDHB
CD8 T cells,Naive2,LEF1
CD8 T cells,Naive2,PIK3IP1
CD8 T cells,Naive2,MAL
CD8 T cells,Naive2,SATB1
CD8 T cells,Naive2,SNHG8
CD8 T cells,Naive2,CD55
CD8 T cells,Naive2,FAM65B
CD8 T cells,Naive2,PLAC8
CD8 T cells,Naive2,C6ORF48
CD8 T cells,Naive2,FOXP1
CD8 T cells,Naive2,LDLRAP1
CD8 T cells,Naive2,PRKCQ-AS1
CD8 T cells,Naive2,TXK
CD8 T cells,Naive2,AQP3
CD8 T cells,Naive2,CD27
CD8 T cells,Naive2,EIF2S3
CD8 T cells,Naive2,EIF3E
CD8 T cells,Naive2,FAIM3
CD8 T cells,Naive2,NDFIP1
CD8 T cells,Naive2,PPA1
CD8 T cells,Naive2,ALKBH7
CD8 T cells,Naive2,EIF3D
CD8 T cells,Naive2,GIMAP1
CD8 T cells,Naive2,MYC
CD8 T cells,Naive2,NUCB2
CD8 T cells,Naive2,PHB2
CD8 T cells,Naive2,PRKCA
CD8 T cells,Naive2,PRMT2
CD8 T cells,Naive2,RASGRP2
CD8 T cells,Naive2,RCAN3
CD8 T cells,Naive2,SNHG7
CD8 T cells,Naive2,SORL1
CD8 T cells,Naive2,ST13
CD8 T cells,Naive2,UXT
CD8 T cells,Naive2,TXNIP
CD8 T cells,Naive2,AIF1
CD8 T cells,Naive2,ERP29
CD8 T cells,Naive2,TRAT1
CD8 T cells,Naive2,ATP5A1
CD8 T cells,Naive3,KLRB1
CD8 T cells,Naive3,LTB
CD8 T cells,Naive3,RORA
CD8 T cells,Naive3,IL7R
CD8 T cells,Naive3,NCR3
CD8 T cells,Naive3,SPOCK2
CD8 T cells,Naive3,TMIGD2
CD8 T cells,Naive3,CCR6
CD8 T cells,Naive3,CTSH
CD8 T cells,Naive3,FKBP11
CD8 T cells,Naive3,CCL20
CD8 T cells,Naive3,HPGD
CD8 T cells,Naive3,IL4I1
CD8 T cells,Naive3,LST1
CD8 T cells,Naive3,ALOX5AP
CD8 T cells,Naive3,AQP3
CD8 T cells,Naive3,CEBPD
CD8 T cells,Naive3,CXCR6
CD8 T cells,Naive3,GNA15
CD8 T cells,Naive3,GPR171
CD8 T cells,Naive3,GPR65
CD8 T cells,Naive3,JAML
CD8 T cells,Naive3,ODF2L
CD8 T cells,Naive3,PERP
CD8 T cells,Naive3,RBMS1
CD8 T cells,Naive3,TANK
CD8 T cells,Naive3,TNFRSF25
CD8 T cells,Naive3,FURIN
CD8 T cells,Naive3,IFI44
CD8 T cells,Naive3,IFNGR1
CD8 T cells,Naive3,LGALS3
CD8 T cells,Naive3,PHACTR2
CD8 T cells,Naive3,RBPJ
CD8 T cells,Naive3,ANKRD28
CD8 T cells,Naive3,NINJ1
CD8 T cells,Naive3,ERN1
CD8 T cells,Naive3,TNFSF13B
CD8 T cells,Naive3,NFKBIA
CD8 T cells,Naive3,TTC39C
CD8 T cells,Naive3,CELF2
CD8 T cells,Naive3,HOPX
CD8 T cells,Naive3,MAF
CD8 T cells,Naive3,GNLY
CD8 T cells,Naive3,SATB1
CD8 T cells,Naive3,CERK
CD8 T cells,Naive3,GPX1
CD8 T cells,Naive3,PFKFB3
CD8 T cells,Naive3,TNFRSF18
CD8 T cells,Naive3,PRDM1
CD8 T cells,Naive3,SNX9
CD8 T cells,Unassigned1,GIMAP7
CD8 T cells,Unassigned1,GIMAP4
CD8 T cells,Unassigned1,GZMK
CD8 T cells,Unassigned1,ATRX
CD8 T cells,Unassigned1,TXNIP
CD8 T cells,Unassigned1,TRAF3IP3
CD8 T cells,Unassigned1,ARGLU1
CD8 T cells,Unassigned1,KIAA1551
CD8 T cells,Unassigned1,KLRG1
CD8 T cells,Unassigned1,MPHOSPH8
CD8 T cells,Unassigned1,BTN3A2
CD8 T cells,Unassigned1,CMC1
CD8 T cells,Unassigned1,PNISR
CD8 T cells,Unassigned1,TBC1D10C
CD8 T cells,Unassigned1,DDX17
CD8 T cells,Unassigned1,IKZF3
CD8 T cells,Unassigned1,N4BP2L2
CD8 T cells,Unassigned1,PPP1R18
CD8 T cells,Unassigned1,SAMD3
CD8 T cells,Unassigned1,AKAP9
CD8 T cells,Unassigned1,CAP1
CD8 T cells,Unassigned1,CD27
CD8 T cells,Unassigned1,FYB
CD8 T cells,Unassigned1,GIMAP1
CD8 T cells,Unassigned1,IL7R
CD8 T cells,Unassigned1,LCK
CD8 T cells,Unassigned1,NKTR
CD8 T cells,Unassigned1,PTP4A2
CD8 T cells,Unassigned1,STK17A
CD8 T cells,Unassigned1,TRGC2
CD8 T cells,Unassigned1,APMAP
CD8 T cells,Unassigned1,EVL
CD8 T cells,Unassigned1,GCC2
CD8 T cells,Unassigned1,ITGB2
CD8 T cells,Unassigned1,LIMD2
CD8 T cells,Unassigned1,MBNL1
CD8 T cells,Unassigned1,PIK3IP1
CD8 T cells,Unassigned1,PRPF38B
CD8 T cells,Unassigned1,RNF213
CD8 T cells,Unassigned1,SH2D1A
CD8 T cells,Unassigned1,SYNE2
CD8 T cells,Unassigned1,HLA-F
CD8 T cells,Unassigned1,KLRB1
CD8 T cells,Unassigned1,PLEK
CD8 T cells,Unassigned1,UCP2
CD8 T cells,Unassigned1,PRPF4B
CD8 T cells,Unassigned1,POLR2J3
CD8 T cells,Unassigned1,GPSM3
CD8 T cells,Unassigned1,HLA-DRB1
CD8 T cells,Unassigned1,MBP
CD8 T cells,Unassigned2,COTL1
CD8 T cells,Unassigned2,PPP1CA
CD8 T cells,Unassigned2,PSME2
CD8 T cells,Unassigned2,ARPC1B
CD8 T cells,Unassigned2,FKBP1A
CD8 T cells,Unassigned2,LGALS1
CD8 T cells,Unassigned2,CAP1
CD8 T cells,Unassigned2,ENO1
CD8 T cells,Unassigned2,MT2A
CD8 T cells,Unassigned2,TPI1
CD8 T cells,Unassigned2,TUBB
CD8 T cells,Unassigned2,PARK7
CD8 T cells,Unassigned2,S100A4
CD8 T cells,Unassigned2,APOBEC3G
CD8 T cells,Unassigned2,ARPC5
CD8 T cells,Unassigned2,CAPZB
CD8 T cells,Unassigned2,CORO1A
CD8 T cells,Unassigned2,EMP3
CD8 T cells,Unassigned2,PKM
